Serial Number,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?
1886,4,Yes,No,Yes,Got the book some other way,Yes,No
1887,4,Yes,No,No,Purchased the book,Yes,No
1888,4,Yes,No,No,Purchased the book,Yes,No
1889,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1890,4,Yes,No,No,Got the book some other way,Yes,Yes
1891,4,Yes,No,No,Purchased the book,Yes,No
1892,4,Yes,No,Yes,Got the book some other way,No,No
1893,4,Yes,Yes,No,Purchased the book,No,Yes
1894,4,Yes,No,No,Purchased the book,No,No
1895,4,Yes,No,Yes,Purchased the book,No,No
1896,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1897,4,Yes,No,No,Got the book some other way,Yes,No
1898,4,Yes,No,No,Purchased the book,No,No
1899,4,Yes,No,No,Purchased the book,Yes,No
1900,4,Yes,No,No,Got the book some other way,No,No
1901,4,Yes,No,No,Purchased the book,Yes,No
1902,4,Yes,Yes,No,Got the book some other way,Yes,No
1903,4,Yes,Yes,No,Got the book some other way,Yes,Yes
1904,4,Yes,No,Yes,Purchased the book,No,No
1905,4,Yes,No,Yes,Purchased the book,No,No
1906,4,Yes,Yes,No,Purchased the book,No,Yes
1907,4,Yes,No,Yes,Purchased the book,No,Yes
1908,4,No,No,No,Borrowed the book from a friend or family member,No,Yes
1909,4,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,No
1910,4,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1911,4,Yes,No,No,Purchased the book,No,Yes
1912,4,Yes,No,Yes,Purchased the book,No,Yes
1913,4,Yes,Yes,No,Purchased the book,No,Yes
1914,4,Yes,No,No,Borrowed the book from a library,No,No
1915,4,Yes,No,No,Got the book some other way,No,Yes
1916,3,No,No,No,Borrowed the book from a friend or family member,Yes,Yes
1917,3,Yes,Yes,No,Purchased the book,No,Yes
1918,3,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,No
1919,3,No,No,No,Got the book some other way,No,No
1920,3,Yes,No,No,Purchased the book,Yes,Yes
1921,3,No,No,Yes,Borrowed the book from a library,No,No
1922,3,Yes,No,No,Borrowed the book from a library,No,No
1923,3,Yes,Yes,Yes,Got the book some other way,No,No
1924,3,Yes,No,No,Got the book some other way,Yes,Yes
1925,3,Yes,Yes,No,Borrowed the book from a library,Yes,No
1926,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1927,3,Yes,No,No,Purchased the book,No,Yes
1928,3,Yes,No,No,Purchased the book,Yes,No
1929,3,Yes,No,No,Borrowed the book from a library,Yes,No
1930,3,Yes,Yes,No,Got the book some other way,No,No
1931,3,No,No,No,Borrowed the book from a friend or family member,Yes,No
1932,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1933,3,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
1934,3,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1935,3,Yes,No,Yes,Purchased the book,Yes,No
1936,3,Yes,No,No,Got the book some other way,No,Yes
1937,3,Yes,No,No,Purchased the book,Yes,No
1938,3,No,Yes,Yes,Got the book some other way,No,No
1939,3,No,No,Yes,Borrowed the book from a friend or family member,Yes,No
1940,3,No,No,Yes,Purchased the book,Yes,No
1941,3,Yes,Yes,Yes,Got the book some other way,Yes,Yes
1942,3,No,No,Yes,Got the book some other way,No,Yes
1943,3,Yes,No,Yes,Purchased the book,Yes,No
1944,3,Yes,No,Yes,Borrowed the book from a friend or family member,No,No
1945,3,Yes,No,No,Purchased the book,Yes,No
1946,3,Yes,No,No,Purchased the book,No,No
1947,3,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1948,3,No,No,No,Borrowed the book from a friend or family member,Yes,Yes
1949,3,Yes,No,No,Borrowed the book from a library,Yes,Yes
1950,3,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1951,3,Yes,Yes,No,Got the book some other way,No,No
1952,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1953,3,Yes,No,Don’t know,Borrowed the book from a friend or family member,No,No
1954,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1955,3,Yes,No,No,Purchased the book,No,No
1956,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1957,3,No,Yes,Yes,Purchased the book,Yes,No
1958,3,Yes,No,No,Purchased the book,Yes,Yes
1959,3,Yes,No,No,Got the book some other way,No,Yes
1960,3,Yes,No,No,Purchased the book,No,Yes
1961,3,Yes,Yes,No,Got the book some other way,Yes,No
1962,3,Yes,No,No,Purchased the book,Yes,Yes
1963,3,Yes,No,No,Purchased the book,No,No
1964,3,Yes,No,No,Purchased the book,No,Yes
1965,3,Yes,No,No,Purchased the book,Yes,No
1966,3,Yes,No,No,Borrowed the book from a friend or family member,No,No
1967,3,Yes,No,Yes,Purchased the book,Yes,Yes
1968,3,Yes,No,No,Purchased the book,No,No
1969,3,Yes,No,No,Borrowed the book from a library,Yes,No
1970,3,Yes,No,No,Purchased the book,Yes,Yes
1971,3,Yes,No,No,Borrowed the book from a friend or family member,No,No
1972,3,Yes,No,No,Borrowed the book from a friend or family member,No,No
1973,3,Yes,No,No,Purchased the book,No,No
1974,3,Yes,No,No,Purchased the book,No,No
1975,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1976,3,No,No,Don’t know,Purchased the book,No,No
1977,3,Yes,No,No,Borrowed the book from a friend or family member,No,No
1978,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1979,3,Yes,No,No,Borrowed the book from a library,Yes,Yes
1980,3,Yes,Yes,Yes,Borrowed the book from a library,No,No
1981,3,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
1982,3,Yes,Yes,Yes,Borrowed the book from a library,No,No
1983,3,No,No,No,Borrowed the book from a library,No,No
1984,3,Yes,No,No,Purchased the book,No,No
1985,3,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1986,3,Yes,Yes,No,Purchased the book,Yes,Yes
1987,3,Yes,No,No,Purchased the book,Yes,Yes
1988,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1989,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1990,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1991,3,Yes,Yes,Yes,Purchased the book,Yes,Yes
1992,3,Yes,No,No,Borrowed the book from a friend or family member,No,No
1993,3,Yes,No,No,8,No,No
1994,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1995,3,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes
1996,3,Yes,No,No,Borrowed the book from a library,Yes,No
1997,3,Yes,No,No,Got the book some other way,No,No
1998,3,Yes,Yes,No,Borrowed the book from a library,Yes,Yes
1999,3,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
2000,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2001,3,Yes,No,No,Got the book some other way,Yes,No
2002,3,Yes,No,Yes,Got the book some other way,Yes,No
2003,3,Yes,No,Yes,Purchased the book,Yes,Yes
2004,3,Yes,No,No,Purchased the book,Yes,Yes
2005,3,Yes,No,No,Purchased the book,No,No
2006,3,Yes,Yes,No,Purchased the book,Yes,Yes
2007,3,Yes,No,Yes,Purchased the book,No,No
2008,3,Yes,Yes,Yes,Purchased the book,Yes,No
2009,3,Yes,No,No,Borrowed the book from a library,Yes,Yes
2010,3,Yes,No,No,8,No,No
2011,3,Yes,No,No,Purchased the book,Yes,Yes
2012,3,Yes,No,Yes,Got the book some other way,Yes,Yes
2013,3,Yes,No,No,Purchased the book,Yes,Yes
2014,3,Don’t know,Yes,No,Purchased the book,Yes,Yes
2015,3,Yes,No,Yes,Purchased the book,No,No
2016,3,Yes,No,No,Purchased the book,No,No
2017,3,Yes,No,No,Borrowed the book from a friend or family member,No,No
2018,3,Yes,No,No,Got the book some other way,No,No
2019,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2020,3,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
2021,3,Yes,Yes,No,Borrowed the book from a friend or family member,No,Yes
2022,3,Yes,No,No,Borrowed the book from a library,No,Yes
2023,3,Yes,Yes,No,Borrowed the book from a library,Yes,No
2024,3,Yes,No,No,Purchased the book,Yes,Yes
2025,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2026,3,Yes,No,No,Purchased the book,Yes,Yes
2027,3,Yes,No,No,Purchased the book,Yes,Yes
2028,3,No,No,No,Borrowed the book from a friend or family member,No,No
2029,3,Yes,No,No,Purchased the book,Yes,Yes
2030,3,Yes,No,No,Purchased the book,Yes,Yes
2031,3,Yes,No,No,Purchased the book,Yes,Yes
2032,3,Yes,No,No,Purchased the book,No,No
2033,3,Yes,No,Don’t know,Purchased the book,Yes,Yes
2034,3,Yes,No,No,Purchased the book,Yes,No
2035,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2036,3,Yes,No,No,Purchased the book,Yes,No
2037,3,Yes,No,No,8,Yes,No
2038,3,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
2039,3,No,No,Yes,Got the book some other way,Yes,No
2040,3,Yes,No,No,Purchased the book,Yes,No
2041,3,Yes,No,No,Purchased the book,Yes,Yes
2042,3,Yes,No,No,Borrowed the book from a library,Yes,Yes
2043,3,Yes,No,No,Purchased the book,Yes,Yes
2044,3,No,No,No,Got the book some other way,No,No
2045,3,Yes,No,Yes,Purchased the book,Yes,No
2046,3,Yes,No,No,Purchased the book,No,Yes
2047,3,Yes,No,No,Got the book some other way,Yes,No
2048,3,Yes,No,No,Purchased the book,Yes,Yes
2049,3,Yes,No,Yes,Purchased the book,Yes,Yes
2050,3,Yes,No,No,Purchased the book,No,No
2051,3,Yes,Yes,Yes,Purchased the book,Yes,Yes
2052,3,Yes,Yes,No,Got the book some other way,No,No
2053,3,No,No,No,Borrowed the book from a library,No,No
2054,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2055,3,Yes,No,No,Purchased the book,Yes,Yes
2056,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2057,3,Yes,No,No,Purchased the book,Yes,Yes
2058,3,Yes,No,No,Purchased the book,No,No
2059,3,Yes,No,No,Borrowed the book from a library,Yes,Yes
2060,3,Yes,No,No,Purchased the book,Yes,No
2061,3,Yes,No,No,Purchased the book,Yes,No
2062,3,Yes,No,No,Purchased the book,Yes,No
2063,3,No,No,Yes,Purchased the book,Yes,Yes
2064,3,Yes,No,Yes,Purchased the book,Yes,Yes
2065,3,Yes,No,No,Purchased the book,No,No
2066,3,Yes,No,No,Purchased the book,No,No
2067,3,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
2068,3,Yes,No,No,Purchased the book,No,No
2069,3,Yes,No,No,Purchased the book,No,No
2070,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2071,3,Yes,No,No,Purchased the book,Yes,Yes
2072,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2073,3,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
2074,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2075,3,No,No,Yes,Purchased the book,No,No
2076,3,Yes,Yes,No,Borrowed the book from a friend or family member,No,No
2077,3,Yes,Yes,No,Borrowed the book from a friend or family member,No,No
2078,3,Yes,No,Don’t know,Purchased the book,No,Yes
2079,3,Yes,No,No,Purchased the book,Yes,No
2080,3,No,No,Yes,Purchased the book,Yes,No
2081,3,Yes,No,No,Got the book some other way,Yes,Yes
2082,3,Yes,No,No,Purchased the book,Yes,No
2083,3,Yes,No,Yes,Got the book some other way,No,No
2084,3,Yes,No,No,Got the book some other way,No,Yes
2085,3,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
2086,3,Yes,No,No,Purchased the book,No,Yes
2087,3,Yes,No,No,Purchased the book,No,No
2088,3,Yes,No,Yes,Purchased the book,Yes,Yes
2089,3,Yes,Yes,No,Purchased the book,Yes,No
2090,3,Yes,No,Yes,Purchased the book,Yes,Yes
2091,3,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
2092,3,Yes,No,No,Purchased the book,Yes,No
2093,3,Yes,No,No,Borrowed the book from a friend or family member,No,No
2094,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2095,3,Yes,No,No,Purchased the book,Yes,No
2096,3,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
2097,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2098,3,Yes,No,Yes,Borrowed the book from a friend or family member,No,No
2099,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2100,3,Yes,No,No,Borrowed the book from a friend or family member,No,No
2101,3,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
2102,3,Yes,Yes,No,Purchased the book,No,No
2103,3,Yes,No,No,Purchased the book,No,No
2104,3,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
2105,3,Yes,No,Yes,Purchased the book,No,No
2106,3,Yes,No,No,Purchased the book,Yes,No
2107,3,Yes,No,No,Purchased the book,Yes,Yes
2108,3,Yes,No,No,Purchased the book,No,No
2109,3,Yes,No,Yes,Purchased the book,Yes,No
2110,3,Yes,No,No,Purchased the book,Yes,Yes
2111,3,Yes,No,No,Borrowed the book from a library,No,Yes
2112,3,Yes,No,No,Purchased the book,Yes,Yes
2113,3,Yes,No,No,Borrowed the book from a friend or family member,No,No
2114,3,Yes,No,No,Borrowed the book from a friend or family member,No,No
2115,3,Yes,No,No,Purchased the book,Yes,No
2116,3,Yes,No,No,Got the book some other way,No,No
2117,3,Yes,No,No,Borrowed the book from a friend or family member,No,No
2118,3,Yes,No,No,Borrowed the book from a friend or family member,No,No
2119,3,Yes,No,No,Borrowed the book from a library,Yes,No
2120,3,Yes,No,Yes,Got the book some other way,No,No
2121,3,Yes,No,No,Borrowed the book from a library,No,Yes
2122,3,Yes,No,No,Purchased the book,No,Yes
2123,3,Yes,No,No,Borrowed the book from a library,No,No
2124,3,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2125,2,Yes,No,No,Purchased the book,Yes,Yes
2126,2,Yes,No,No,Got the book some other way,Yes,Yes
2127,2,Yes,No,No,Got the book some other way,No,No
2128,2,Yes,No,No,Purchased the book,Yes,No
2129,2,No,No,Yes,Got the book some other way,Yes,No
2130,2,Yes,No,No,Purchased the book,No,No
2131,2,Yes,No,No,Got the book some other way,No,No
2132,2,Yes,No,No,Purchased the book,Yes,No
2133,2,Yes,No,No,Purchased the book,Yes,Yes
2134,2,Yes,Yes,No,Purchased the book,No,Yes
2135,2,Yes,No,Yes,Got the book some other way,No,No
2136,2,Yes,No,No,Purchased the book,No,No
2137,2,Yes,Yes,No,Purchased the book,No,No
2138,2,Yes,No,No,Borrowed the book from a library,No,No
2139,2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
2140,2,Yes,No,No,Borrowed the book from a library,Yes,Yes
2141,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2142,2,Yes,No,No,Borrowed the book from a library,Yes,No
2143,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2144,2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
2145,2,Yes,No,No,Purchased the book,No,No
2146,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2147,2,Yes,No,Yes,Purchased the book,Yes,No
2148,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2149,2,Yes,No,No,Purchased the book,Yes,No
2150,2,Yes,No,No,Borrowed the book from a friend or family member,No,No
2151,2,Yes,No,No,Borrowed the book from a friend or family member,No,No
2152,2,Yes,No,No,Purchased the book,No,No
2153,2,Yes,No,No,Purchased the book,No,Yes
2154,2,Yes,Yes,No,Purchased the book,Yes,Yes
2155,2,Yes,Yes,No,Purchased the book,Yes,No
2156,2,Yes,No,No,Borrowed the book from a library,Yes,Yes
2157,2,Yes,No,Yes,Got the book some other way,Yes,Yes
2158,2,Yes,No,No,Got the book some other way,Yes,No
2159,2,Yes,No,No,Purchased the book,Yes,No
2160,2,Yes,No,No,Purchased the book,No,No
2161,2,Yes,No,No,Purchased the book,Yes,Yes
2162,2,Yes,No,No,Borrowed the book from a friend or family member,No,No
2163,2,Yes,No,No,Purchased the book,Yes,No
2164,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2165,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2166,2,Yes,No,No,Borrowed the book from a friend or family member,No,No
2167,2,Yes,No,No,Got the book some other way,Yes,Yes
2168,2,Yes,Yes,No,Purchased the book,No,No
2169,2,Yes,Yes,Yes,Purchased the book,Yes,No
2170,2,Yes,No,No,Borrowed the book from a library,No,No
2171,2,Yes,No,No,Borrowed the book from a library,No,Yes
2172,2,Yes,No,No,Purchased the book,No,Yes
2173,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2174,2,Yes,No,No,Purchased the book,Yes,Yes
2175,2,Yes,No,No,8,No,No
2176,2,Yes,No,No,Borrowed the book from a friend or family member,No,No
2177,2,Yes,No,No,Got the book some other way,No,Yes
2178,2,Yes,No,Yes,Got the book some other way,Yes,Yes
2179,2,No,No,No,Got the book some other way,Yes,No
2180,2,Yes,No,No,Borrowed the book from a library,Yes,No
2181,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2182,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2183,2,Yes,No,No,Purchased the book,Yes,Yes
2184,2,Yes,No,No,Purchased the book,Yes,Yes
2185,2,Yes,No,No,Purchased the book,No,Yes
2186,2,Yes,No,No,Borrowed the book from a library,Yes,Yes
2187,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2188,2,Yes,No,No,Purchased the book,Yes,No
2189,2,Yes,No,No,Purchased the book,Yes,Yes
2190,2,Yes,No,No,Borrowed the book from a friend or family member,No,No
2191,2,Yes,No,No,Borrowed the book from a friend or family member,No,No
2192,2,Yes,No,No,Borrowed the book from a friend or family member,No,No
2193,2,Yes,No,No,Purchased the book,No,Yes
2194,2,Yes,No,No,Purchased the book,Yes,No
2195,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2196,2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
2197,2,Yes,No,No,Borrowed the book from a friend or family member,No,No
2198,2,Yes,No,No,Got the book some other way,Yes,Yes
2199,2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
2200,2,Yes,No,No,Purchased the book,No,No
2201,2,No,No,No,Borrowed the book from a friend or family member,Yes,No
2202,2,Yes,No,Yes,Purchased the book,Yes,No
2203,2,Yes,No,No,Borrowed the book from a friend or family member,No,No
2204,2,Yes,No,No,Purchased the book,Yes,No
2205,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2206,2,Yes,No,No,Borrowed the book from a library,Yes,No
2207,2,Yes,Yes,Yes,Purchased the book,Yes,No
2208,2,Yes,No,No,Got the book some other way,No,Yes
2209,2,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
2210,2,Yes,No,No,Got the book some other way,Yes,Yes
2211,2,No,No,No,Borrowed the book from a friend or family member,Yes,Yes
2212,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2213,2,Yes,No,Yes,Purchased the book,Yes,Yes
2214,2,Yes,No,No,Got the book some other way,Yes,Yes
2215,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2216,2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
2217,2,Yes,No,No,Purchased the book,Yes,No
2218,2,Yes,No,No,8,Yes,No
2219,2,Yes,No,No,Purchased the book,Yes,Yes
2220,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2221,2,Yes,No,No,Purchased the book,Yes,Yes
2222,2,Yes,No,No,8,No,No
2223,2,Yes,No,No,Got the book some other way,No,No
2224,2,Yes,No,No,Got the book some other way,No,Yes
2225,2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
2226,2,Yes,No,No,Purchased the book,Yes,Yes
2227,2,No,No,Yes,Got the book some other way,Yes,No
2228,2,Yes,No,No,Got the book some other way,Yes,No
2229,2,Yes,No,Yes,Purchased the book,Yes,Yes
2230,2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
2231,2,Yes,No,No,Borrowed the book from a library,Yes,Yes
2232,2,Yes,No,No,Got the book some other way,No,No
2233,2,Yes,No,No,Purchased the book,No,Yes
2234,2,Yes,No,No,Purchased the book,Yes,Yes
2235,2,Yes,No,No,8,Yes,No
2236,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2237,2,Yes,No,No,Purchased the book,No,Yes
2238,2,Yes,No,No,Purchased the book,Yes,Yes
2239,2,Yes,No,No,Purchased the book,Yes,Yes
2240,2,Yes,No,No,Purchased the book,No,No
2241,2,Yes,Yes,No,Purchased the book,Yes,Yes
2242,2,Yes,No,No,Borrowed the book from a friend or family member,No,No
2243,2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
2244,2,Yes,No,Yes,Purchased the book,Yes,Yes
2245,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2246,2,Yes,No,No,Purchased the book,No,No
2247,2,Yes,No,No,Purchased the book,Yes,Yes
2248,2,No,No,No,8,Yes,No
2249,2,Yes,No,No,Borrowed the book from a friend or family member,No,No
2250,2,Yes,No,No,Borrowed the book from a library,No,No
2251,2,Yes,No,No,Got the book some other way,Yes,No
2252,2,Yes,No,No,Purchased the book,No,Yes
2253,2,Yes,No,No,Borrowed the book from a library,Yes,No
2254,2,Yes,No,No,Purchased the book,No,No
2255,2,Yes,No,Yes,Purchased the book,Yes,No
2256,2,Yes,No,No,Purchased the book,No,No
2257,2,Yes,No,No,Purchased the book,Yes,No
2258,2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
2259,2,Yes,Yes,Yes,Borrowed the book from a friend or family member,No,No
2260,2,Yes,No,No,Purchased the book,No,Yes
2261,2,Yes,No,No,Borrowed the book from a friend or family member,No,No
2262,2,Yes,No,No,Purchased the book,No,No
2263,2,Yes,No,No,Purchased the book,No,No
2264,2,Yes,No,No,Got the book some other way,Yes,Yes
2265,2,Yes,Yes,Yes,Got the book some other way,No,Yes
2266,2,Yes,No,No,Purchased the book,No,No
2267,2,Yes,No,Yes,Borrowed the book from a library,Yes,No
2268,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2269,2,No,Yes,No,Got the book some other way,Yes,No
2270,2,Yes,No,No,Purchased the book,Don’t know,No
2271,2,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
2272,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2273,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2274,2,Yes,No,No,Got the book some other way,No,No
2275,2,Yes,No,No,Borrowed the book from a friend or family member,No,No
2276,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2277,2,Yes,No,Yes,Purchased the book,Yes,No
2278,2,No,No,Yes,Purchased the book,No,No
2279,2,Yes,No,No,Purchased the book,No,Yes
2280,2,Yes,No,No,Purchased the book,No,Yes
2281,2,Yes,No,No,Purchased the book,No,No
2282,2,Yes,No,No,Purchased the book,No,Yes
2283,2,Yes,No,No,Purchased the book,Yes,Yes
2284,2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
2285,2,Yes,No,No,Borrowed the book from a friend or family member,No,No
2286,2,Yes,No,No,Got the book some other way,Yes,No
2287,2,No,No,No,Purchased the book,Yes,Yes
2288,2,No,No,No,Got the book some other way,Yes,No
2289,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2290,2,Yes,No,No,Borrowed the book from a library,Yes,Yes
2291,2,Yes,No,No,Got the book some other way,Yes,No
2292,2,Yes,No,No,Borrowed the book from a library,Yes,Yes
2293,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2294,1,Yes,No,No,Purchased the book,Yes,No
2295,1,Yes,No,No,Got the book some other way,No,Yes
2296,1,No,No,No,Borrowed the book from a friend or family member,No,Yes
2297,1,Don’t know,No,No,Purchased the book,Yes,No
2298,1,Yes,No,No,Purchased the book,Yes,Yes
2299,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2300,1,Yes,No,No,Purchased the book,No,No
2301,1,Yes,No,No,Borrowed the book from a library,No,No
2302,1,Yes,No,No,Purchased the book,Yes,No
2303,1,No,Yes,Don’t know,Borrowed the book from a library,Yes,Yes
2304,1,Yes,No,No,Borrowed the book from a friend or family member,No,No
2305,1,Yes,No,No,Got the book some other way,Yes,Yes
2306,1,No,No,No,Borrowed the book from a friend or family member,No,Yes
2307,1,Yes,No,No,Got the book some other way,Yes,No
2308,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2309,1,Yes,No,No,Purchased the book,Yes,No
2310,1,Yes,No,No,Purchased the book,Yes,No
2311,1,Yes,No,No,Borrowed the book from a library,No,No
2312,1,Yes,No,No,8,Yes,No
2313,1,No,No,No,Borrowed the book from a friend or family member,No,No
2314,1,Yes,No,No,Purchased the book,No,No
2315,1,Yes,No,Yes,Purchased the book,Yes,Yes
2316,1,Yes,No,No,Purchased the book,No,No
2317,1,Yes,No,No,Got the book some other way,Yes,No
2318,1,No,Yes,Yes,Got the book some other way,Yes,No
2319,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2320,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2321,1,No,No,No,Purchased the book,Yes,Yes
2322,1,Yes,No,No,Purchased the book,Yes,Yes
2323,1,Yes,No,No,Got the book some other way,No,No
2324,1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
2325,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2326,1,No,No,No,Got the book some other way,Yes,No
2327,1,No,No,Yes,Borrowed the book from a friend or family member,Yes,No
2328,1,No,Yes,No,Purchased the book,No,No
2329,1,Yes,No,No,Purchased the book,Yes,Yes
2330,1,No,No,Yes,Borrowed the book from a library,No,Yes
2331,1,Yes,No,No,Purchased the book,No,No
2332,1,Yes,No,No,Borrowed the book from a library,Yes,No
2333,1,No,No,No,Borrowed the book from a friend or family member,No,No
2334,1,Yes,No,No,Borrowed the book from a library,Yes,Yes
2335,1,Yes,No,No,Purchased the book,Yes,Yes
2336,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2337,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2338,1,No,No,No,Got the book some other way,Yes,No
2339,1,Yes,No,No,Got the book some other way,No,No
2340,1,Yes,No,No,Borrowed the book from a friend or family member,No,No
2341,1,Yes,No,No,Got the book some other way,No,No
2342,1,Yes,No,Yes,Purchased the book,Yes,Yes
2343,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
2344,1,Yes,No,No,Purchased the book,Yes,No
2345,1,Yes,No,No,Purchased the book,Yes,No
2346,1,Yes,No,No,Got the book some other way,Yes,Yes
2347,1,Yes,No,No,Borrowed the book from a friend or family member,No,No
2348,1,Yes,Yes,No,Purchased the book,Yes,Yes
2349,1,Yes,No,No,Purchased the book,No,Yes
2350,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2351,1,Yes,No,Yes,Purchased the book,Yes,No
2352,1,Yes,No,No,Got the book some other way,Yes,Yes
2353,1,Yes,No,No,Got the book some other way,Yes,Yes
2354,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
2355,1,No,No,No,Borrowed the book from a friend or family member,Yes,Yes
2356,1,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
2357,1,Yes,No,No,Got the book some other way,Yes,No
2358,1,Yes,No,No,Purchased the book,No,Yes
2359,1,Yes,No,No,Purchased the book,No,No
